name,category,address,locality,pincode,lat,lng,phone,email,website,google_rating,review_count,first_review_year,size_proxy,owner_or_chain,standalone_building,amenity_power_backup,maintenance_rate,outage_keyword_hits,outage_quotes,solar_visible,fm_company,rera_id,source_urls,corridor,icp,score,tier
Euro International School,school,"near Antriksh Heights Society, Sector 84","Sector 84, Gurgaon",,,,,,,,,,,,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-sector-82-tqb53czn-gurugram,gurgaon,commercial,38,C
"Euro International School, Sector 45",school,Sector 45,"Sector 45, Gurugram",,,,,,,,,,,regional_chain,,,,,,,,,https://www.facebook.com/euro45gurgaon/ | https://ezyschooling.com/admissions/school-admission-in-sector-45-3gucnh80-gurugram,gurgaon,commercial,38,C
FIITJEE - Sector 62 Noida (FIITJEE Towers),coaching_center,"FIITJEE Towers, C-56A/26, Institutional Area, Sector 62, Noida, Uttar Pradesh",Sector 62,,,,,,,,,,,national_chain,n,,,0,,,,,https://collegedunia.com/institute/8697-fiitjee-noida,noida,commercial,38,C
Fr. Agnel School,school,"Plot Number 2 & 3, Institutional Area, Sector 62, Noida, Uttar Pradesh",Sector 62,201301,,,+91-120-2476500,,fasnoida.org,,,,2440+ students (Nursery to XII),regional_chain,y,,,0,,,,,https://www.schoolmykids.com/school/fr-agnel-school-sector-62-noida-gautam-budh-nagar-uttar-pradesh-india-s10012104 | https://www.mappls.com/d5f83e | https://fasnoida.org/contact-us,noida,commercial,38,C
G.D. Goenka Public School,school,"Meerut Bypass Road, Raj Nagar Extension","Sector 89, Greater Faridabad",,,,,,,,,,,G.D. Goenka,,,,,,,,,https://www.edustoke.com/faridabad/schools-in-sector-89 | https://www.uniapply.com/schools/schools-in-raj-nagar-extension-ghaziabad/ | https://ezyschooling.com/admissions/school-admission-in-raj-nagar-extension-ghaziabad,faridabad,commercial,38,C
G.D. Goenka Public School (Sector 89),school,"Sector 89, Greater Faridabad, Haryana","Sector 89, Greater Faridabad",,,,,,,,,,,,,,,,,,,,https://ezyschooling.com/admissions/cbse-school-admission-in-greater-faridabad-faridabad,faridabad,commercial,38,C
GD Goenka International School,school,,Greater Noida West,,,,,,https://www.gdgoenkainternational.com/,,,,kindergarten to grade 12,GD Goenka,yes,,,,,,,,https://www.gdgoenkainternational.com/best/ranked-school.html | https://www.schoolmykids.com/schools/india/list-of-schools-in-greater-noida-west-noida-extension-in-greater-noida | https://www.gdgoenkainternational.com/ | https://ezyschooling.com/admissions/private-school-admission-in-greater-noida-west,gn_west,commercial,38,C
Gaurs International School,school,,"Gaur City 2, Greater Noida West",,,,,,,,,,,,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-gaur-city-2-greater-noida-west,gn_west,commercial,38,C
Goenka High School,private school,"Sohna Road, Gurgaon (60-acre campus)","Sohna Road, Gurgaon",,,,,,,,,,,regional_chain,,,,,,,,,https://www.edustoke.com/gurugram/schools-in-sohna-road | https://ezyschooling.com/admissions/school-admission-in-sohna-road-x6cyew45-gurugram,gurgaon,commercial,38,C
HSV Global School,school,,"Sector 46, Gurgaon",,,,,,,,,,,,,,,,,,,,https://ezyschooling.com/admissions/cbse-school-admission-in-sector-46-jqt8u9n5-gurugram,gurgaon,commercial,38,C
Indirapuram Public School,school,Crossings Republik,Crossings Republik,,,,,,https://www.indirapuramschoolcr.com/,,,,19-bus fleet serving Indirapuram/Vaishali/Vasundhara/RNE/Crossings Republik/Noida/Pratap Vihar,,,,,,,,,,https://www.indirapuramschoolcr.com/,ghaziabad,commercial,38,C
Indus World School,school,,"Sector 70, Gurgaon",,,,,,,,,,1-acre campus,,,,,,,,,,https://ezyschooling.com/admissions/private-school-admission-in-gurugram,gurgaon,commercial,38,C
Ishan Tutorial,coaching,"LG-21, Panchsheel Square Mall, Crossings Republik",Crossings Republik,,,,,,,,,,,,,,,,,,,,https://www.sulekha.com/jee-advanced-coaching/raj-nagar-extension-ghaziabad,ghaziabad,commercial,38,C
JHSN Public School,school,,"Sector 15, Faridabad",,,,,,,,,,,,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-sector-15-uasjm2xn-faridabad,faridabad,commercial,38,C
K.R. Mangalam World School,school,"RPS City, Kheri Road, Next to Asian Fidelis, Sector 88","Sector 88, Faridabad",,,,,,,,,,,K.R. Mangalam,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-sector-88-faridabad-faridabad | https://ezyschooling.com/admissions/school-admission-in-vaishali-ghaziabad,faridabad,commercial,38,C
KIIT World School,school,"Sohna Road, Gurgaon","Sohna Road, Gurgaon",,,,,,,,,,,KIIT,,,,,,,,,https://www.nobroker.in/blog/schools-in-sohna-road/ | https://www.edustoke.com/gurugram/schools-in-sohna-road | https://ezyschooling.com/admissions/school-admission-in-sohna-road-x6cyew45-gurugram,gurgaon,commercial,38,C
KIIT World School Junior,school,,"Sector 46, Gurgaon",,,,,,,,,,,KIIT,,,,,,,,,https://ezyschooling.com/admissions/cbse-school-admission-in-sector-46-jqt8u9n5-gurugram,gurgaon,commercial,38,C
Knowledge Tree World School (KTWS),school,,"Sector 83, Gurgaon",,,,,,,,,,,,,,,,,,,,https://ezyschooling.com/school/knowledge-tree-world-school-sector-83-gurgaon,gurgaon,commercial,38,C
Lotus Valley International School,school,,Greater Noida West,,,,,,,,,,pre-nursery to grade 12,regional_chain,yes,,,,,,,,https://www.schoolmykids.com/schools/india/list-of-schools-in-greater-noida-west-noida-extension-in-greater-noida | https://ezyschooling.com/admissions/private-school-admission-in-greater-noida-west,gn_west,commercial,38,C
MVN School Sector 88,school,,"Sector 88, Greater Faridabad",,,,,,https://mvneducation.com/mvn88/,,,,,MVN Education,,,,,,,,,https://mvneducation.com/mvn88/,faridabad,commercial,38,C
Manaskriti School,school,,"Sector 82, Faridabad",,,,,,,,,,,,,,,,,,,,https://www.schoolmykids.com/schools/india/list-of-schools-in-faridabad,faridabad,commercial,38,C
Manav Rachna International School,school,,"Sector 14, Faridabad",,,,,,,,,,,Manav Rachna,,,,,,,,,https://www.uniapply.com/schools/cbse-schools-in-faridabad/,faridabad,commercial,38,C
Manav Rachna International School (MRIS),school,,"Sector 46, Gurgaon",,,,,,,,,,5-acre campus,Manav Rachna,,,,,,,,,https://ezyschooling.com/admissions/cbse-school-admission-in-sector-46-jqt8u9n5-gurugram,gurgaon,commercial,38,C
"Manav Rachna International School (MRIS), Sector 46",school,Sector 46,"Sector 46, Gurugram",,,,,,,,,,,regional_chain,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-sector-46-jqt8u9n5-gurugram,gurgaon,commercial,38,C
MatriKiran,school,,"Sector 83, Gurgaon",,,,,,,,,,6.25-acre campus (Senior School),,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-sector-82-tqb53czn-gurugram,gurgaon,commercial,38,C
Modern School,school,"Sector 1, Vaishali","Sector 17, Faridabad",,,,,,,,,,,,,,,,,,,,https://www.uniapply.com/schools/cbse-schools-in-faridabad/ | https://ezyschooling.com/admissions/school-admission-in-vaishali-ghaziabad,faridabad,commercial,38,C
Narayana Schools,school,,"Sector 76, Faridabad",,,,,,,,,,,Narayana,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-sector-76-faridabad-faridabad,faridabad,commercial,38,C
"ODM International School, Sector 47",school,Sector 47,"Sector 47, Gurugram",,,,,,,,,,,regional_chain,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-sector-47-yoq1ywkk-gurugram,gurgaon,commercial,38,C
Orchids The International School (Sector 46),school,,"Sector 46, Gurgaon",,,,,,,,,,,Orchids The International School,,,,,,,,,https://ezyschooling.com/admissions/cbse-school-admission-in-sector-46-jqt8u9n5-gurugram,gurgaon,commercial,38,C
Orchids The International School (Sector 56),school,,"Sector 56, Gurgaon",,,,,,,,,,,Orchids The International School,,,,,,,,,https://www.edustoke.com/best-cbse-schools-in-gurugram,gurgaon,commercial,38,C
PACE IIT & Medical,coaching,"Sco-33, Sector 16","Sector 16, Faridabad",,,,,,,,,,,PACE,,,,,,,,,https://merithub.com/coaching/coaching-centers-in-faridabad,faridabad,commercial,38,C
Presidium School,school,Raj Nagar Extension,Raj Nagar Extension,,,,,,,,,,,regional_chain,,,,,,,,,https://www.uniapply.com/schools/schools-in-raj-nagar-extension-ghaziabad/ | https://ezyschooling.com/admissions/school-admission-in-raj-nagar-extension-ghaziabad,ghaziabad,commercial,38,C
Presidium School Ahinsa Khand 1,school,"Ahinsa Khand 1, Indirapuram",Indirapuram,,,,,,,,,,,,,,,,,,,,https://www.uniapply.com/school/presidium-school-ahinsa-khand-1-indirapuram-ghaziabad/,ghaziabad,commercial,38,C
"Presidium School, Sector 47",school,Sector 47,"Sector 47, Gurugram",,,,,,,,,,,regional_chain,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-sector-47-yoq1ywkk-gurugram,gurgaon,commercial,38,C
Purple Careers,coaching,Indirapuram,Indirapuram,,,,,,,,,,,,,,,,,,,,https://www.sulekha.com/ssc-cgl-coaching/indirapuram-ghaziabad,ghaziabad,commercial,38,C
Ralli International School,school,"Niti Khand 3, Indirapuram",Indirapuram,,,,,,,,,,,,,,,,,,,,https://www.uniapply.com/schools/schools-in-indirapuram-ghaziabad/,ghaziabad,commercial,38,C
Ramagya School,school,,Greater Noida West,,,,,,,,,,,regional_chain,yes,,,,,,,,https://www.schoolmykids.com/schools/india/list-of-schools-in-greater-noida-west-noida-extension-in-greater-noida | https://ezyschooling.com/admissions/private-school-admission-in-greater-noida-west,gn_west,commercial,38,C
Ryan International School,school,,"Sector 21B, Faridabad",,,,,,,,,,,Ryan International,yes,,,,,,,,https://www.uniapply.com/schools/cbse-schools-in-faridabad/ | https://www.schoolmykids.com/schools/india/list-of-schools-in-greater-noida-west-noida-extension-in-greater-noida | https://ezyschooling.com/admissions/private-school-admission-in-greater-noida-west,faridabad,commercial,38,C
SD Model School,school,,"Sector 15, Faridabad",,,,,,,,,,,,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-sector-15-uasjm2xn-faridabad,faridabad,commercial,38,C
SK Coaching Center,coaching,Vasundhara,Vasundhara,,,,,,,,,,,,,,,,,,,,https://www.sulekha.com/ba-tuitions/vasundhara-ghaziabad,ghaziabad,commercial,38,C
SRS Royal Hills School,school,,"Sector 87, Neharpar, Faridabad",,,,,,,,,,,SRS,,,,,,,,,https://www.justdial.com/Faridabad/Schools-in-Neharpar-Faridabad/nct-10422444,faridabad,commercial,38,C
SWAB Classes,coaching,"D3, 901 Nirala Aspire, Greater Noida West (near Ek Murti)","Ek Murti Chowk, Greater Noida West",,,,,,,,,,,,,,,,,,,,https://www.superprof.co.in/lessons/school-coaching/greater-noida/,gn_west,commercial,38,C
Sanfort International School,school,,Raj Nagar Extension,,,,,,,,,,,regional_chain,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-raj-nagar-extension-ghaziabad,ghaziabad,commercial,38,C
Saraswati Global School,school,,"Sector 77, Faridabad",,,,,,,,,,,,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-sector-77-faridabad-faridabad,faridabad,commercial,38,C
Score Across,coaching,,"Sector 49, Gurgaon",,,,,,,,,,,,,,,,,,,,https://www.sulekha.com/iit-jee-coaching/sohna-road-gurgaon,gurgaon,commercial,38,C
Skills Coaching,coaching,Vaishali,Vaishali,,,,,,,,,,,,,,,,,,,,https://www.sulekha.com/appsc-coaching/vaishali-ghaziabad,ghaziabad,commercial,38,C
Sri Chaitanya Techno School (SCS),school,,"Sector 83, Gurgaon",,,,,,,,,,,Sri Chaitanya,,,,,,,,,https://ezyschooling.com/school/sri-chaitanya-techno-school-sector-83-gurgaon,gurgaon,commercial,38,C
St. Albans School,school,,"Sector 15, Faridabad",,,,,,,,,,,,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-sector-15-uasjm2xn-faridabad,faridabad,commercial,38,C
St. Francis School,school,"Abhay Khand 3, Indirapuram",Indirapuram,,,,,,,,,,,,,,,,,,,,https://www.justdial.com/Ghaziabad/Private-Schools-in-Indirapuram/nct-12101285,ghaziabad,commercial,38,C
Sun Valley International School,school,"Sector 1, Vaishali",Vaishali,,,,,,,,,,,,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-vaishali-ghaziabad,ghaziabad,commercial,38,C
TechnoGFX,coaching,,"Sector 57, Gurgaon",,,,,,,,,,,,,,,,,,,,https://www.sulekha.com/iit-jee-coaching/sohna-road-gurgaon,gurgaon,commercial,38,C
The IMPACT,coaching,,Faridabad,,,,,,,,,,,,,,,,,,,,https://merithub.com/coaching/coaching-centers-in-faridabad,faridabad,commercial,38,C
The Manthan School,school,"Plot No. GH-02, Adjacent to Mahangun Moderne Society, Sector 78, Noida, Uttar Pradesh",Sector 78,201305,,,+91 9643304760,,themanthanschool.co.in,4.0,73,,Toddler Program to Class V,regional_chain,y,,,0,,,,,https://www.justdial.com/Noida/The-Manthan-School-Noida-Sector-78/011PXX11-XX11-170712152653-C9C1_BZDET | https://www.schoolmykids.com/school/the-manthan-school-sector-78-noida-gautam-budh-nagar-uttar-pradesh-india-s10016602 | https://www.themanthanschool.co.in/noida/,noida,commercial,38,C
The Shri Ram Universal School,school,,Noida Extension / Greater Noida West,,,,,,,,,,,,,,,,[],,,,https://www.schoolmykids.com/schools/india/list-of-schools-in-greater-noida-west-noida-extension-in-greater-noida,gn_west,commercial,38,C
The Shriram Millennium School,school,,"Sector 81, Faridabad",,,,,,,,,,,Shriram,,,,,,,,,https://www.schoolmykids.com/schools/india/list-of-schools-in-faridabad,faridabad,commercial,38,C
V S Convent School,school,,"Sector 15, Faridabad",,,,,,,,,,,,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-sector-15-uasjm2xn-faridabad,faridabad,commercial,38,C
Vega Schools - Sector 48,school,"Sector 48, Sohna Road, Gurgaon","Sohna Road, Sector 48",,,,,,,,,,,regional_chain,,,,,[],,,,https://en.wikipedia.org/wiki/Vega_Schools,gurgaon,commercial,38,C
Vidya Mandir Public School,school,,"Sector 15A, Faridabad",,,,,,,,,,,,,,,,,,,,https://www.uniapply.com/schools/cbse-schools-in-faridabad/,faridabad,commercial,38,C
Apex The Florus,restaurant,"Sector 18, Vasundhara",Vasundhara,,,,,,,4.1,,,,,,,,,,,,,https://www.venuelook.com/ghaziabad/locality/vasundhara/venuetype/restaurants,ghaziabad,commercial,35,C
BBQ Restaurant (Spaze Platinum Tower),restaurant,"Shop No G85, Spaze Platinum Tower, Sohna Road, Sector 47, Gurgaon","Sector 47, Gurgaon",,,,,,,,,,,,,,,,,,,,https://wearegurgaon.com/best-restaurants-sohna-road-gurgaon/,gurgaon,commercial,35,C
Backbenchers HQ By Cafetieres,restaurant,,"Sector 16, Faridabad",,,,,,,,,,,,,,,,,,,,https://www.sloshout.com/faridabad/restaurants-in-sector-16/,faridabad,commercial,35,C
Banana Blossom Rooftop Fine Dine & Restaurant,restaurant,"Gaur City Mall area, Greater Noida West","Gaur City, Greater Noida West",,,,,,,,,,,,,,,,,,,,https://bananablossomblogs.weebly.com/top-gaur-city-mall-restaurants-you-must-try.html,gn_west,commercial,35,C
Barbeque Nation,restaurant,,"Gaur City 2, Greater Noida West",,,,,,,,,,,Barbeque Nation,,,,,,,,,https://www.best3rated.in/best-restaurants-in-gaur-city-2-greater-noida/,gn_west,commercial,35,C
Berco's,restaurant,,"Gaur City 2, Greater Noida West",,,,,,,,,,,Berco's,,,,,,,,,https://www.best3rated.in/best-restaurants-in-gaur-city-2-greater-noida/,gn_west,commercial,35,C
Big Bazaar (Omaxe City Centre),supermarket,"Omaxe City Centre, Badshahpur Sohna Rd, Sector 49, Gurugram, Haryana 122018","Sector 49, Gurgaon",122018,,,,,,,,,,Big Bazaar (Future Retail),,,,,,,,,https://magicpin.in/Gurgaon/Omaxe-Mall/Grocery/Big-Bazaar/store/913b5,gurgaon,commercial,35,C
Captain's Resto Bar,restaurant,Vaishali,Vaishali,,,,,,,4.8,,,,,,,,,,,,,https://www.sloshout.com/ghaziabad/restaurants-in-vaishali/,ghaziabad,commercial,35,C
Catalyst Gastrobar,restaurant,,"Sector 16, Faridabad",,,,,,,,,,,,,,,,,,,,https://www.sloshout.com/faridabad/restaurants-in-sector-16/,faridabad,commercial,35,C
Champaran Meat House,restaurant,,"Gaur City 2, Greater Noida West",,,,,,,,,,,,,,,,,,,,https://www.best3rated.in/best-restaurants-in-gaur-city-2-greater-noida/,gn_west,commercial,35,C
Culinaire,restaurant,,"Sector 15, Faridabad",,,,,,,,,,,,,,,,,,,,https://www.venuelook.com/faridabad/locality/sector-15/venuetype/restaurants,faridabad,commercial,35,C
D-Mart Tech Zone,supermarket,"Plot no. 18, Tech Zone IV, Amrapali Dream Valley, Greater Noida","Tech Zone IV, Greater Noida West",,,,,,,,,,,DMart / Avenue Supermarts,,,,,,,,,https://magicpin.in/Greater-Noida/Tech-Zone/Grocery/D-Mart-Grocery-Store/store/64c968/ | https://magicpin.in/Greater-Noida/Amrapali-Leisure-Valley/Grocery/Dmart/store/62765a,gn_west,commercial,35,C
Dhaba - Estd. 1986,standalone restaurant,"Sector 62, Noida, Uttar Pradesh","Sector 62, Noida",201301,,,,,,,,,,regional_chain,,,,,,,,,https://www.zomato.com/ncr/dhaba-estd-1986-delhi-sector-62-noida,noida,commercial,35,C
Durian Furniture,furniture store,"Sohna Road, Sector 48, opposite Radisson Hotel, Badshahpur Sohna, Gurgaon","Sector 48, Gurgaon",,,,,,,,,,,Durian,,,,,,,,,https://www.durian.in/store/furniture-store-in-sohna-road,gurgaon,commercial,35,C
Easyday Supermarket,supermarket,,"Sector 86, Neharpar, Faridabad",,,,,,,,,,,Easyday,,,,,,,,,https://magicpin.in/india/Faridabad/Sector-86/Supermarket/,faridabad,commercial,35,C
Folks,restaurant,,"Sector 16, Faridabad",,,,,,,,,,,,,,,,,,,,https://www.sloshout.com/faridabad/restaurants-in-sector-16/,faridabad,commercial,35,C
Food Monastery,restaurant,,"Gaur City 2, Greater Noida West",,,,,,,,,,,,,,,,,,,,https://www.best3rated.in/best-restaurants-in-gaur-city-2-greater-noida/,gn_west,commercial,35,C
Godrej Interio (Patel Furnishers),furniture store,"Sohna Road, near Rajiv Chowk, Islampur, Gurugram","Sohna Road, Gurgaon",,,,,,,,,,,Godrej Interio,,,,,,,,,https://stores.interio.com/godrej-interio-mattress-furniture-store-in-sohna-road-near-rajiv-chowk-gurugram-patel-furnishers-sohna-road-home-furniture-shop-islampur-gurugram-275969/Home,gurgaon,commercial,35,C
Godrej Interio - Raj Nagar,furniture store,"Raj Nagar, Ghaziabad",Raj Nagar Extension,,,,,,https://interio.com/furniture-stores/uttar-pradesh/ghaziabad/raj-nagar/WFX000093,,,,,Godrej Interio,,,,,,,,,https://interio.com/furniture-stores/uttar-pradesh/ghaziabad/raj-nagar/WFX000093,ghaziabad,commercial,35,C
Godrej Interio - Vasundhara,furniture store,"C-13, ISP Plaza, Vasundhara, Opposite Seth Anandram Jaipuria School, Sector 13, Ghaziabad",Vasundhara,,,,,,,,,,,Godrej Interio,,,,,,,,,https://datagemba.com/b/v/in/ghaziabad/furniture-stores/ChIJ3fbXrbT6DDkRydHydmx40UQ,ghaziabad,commercial,35,C
Godrej Interio – Home Elegance Furniture Store,retail,"Sector 87-88, Faridabad, Haryana","Sector 87-88, Greater Faridabad",,,,,,,,,,,,,,,,,,,,https://stores.interio.com/interio-by-godrej-furniture-and-mattress-store-in-sector-87-88-faridabad-home-elegance-home-furniture-shop-sector-87-88-faridabad-561665/Home,faridabad,commercial,35,C
Home Centre,furniture store,"Gaur City Mall, Sector 4, Greater Noida West","Gaur City Mall, Sector 4, Greater Noida West",,,,,,https://stores.homecentre.in/home-centre-furniture-store-home-furniture-shop-sector-4-noida-244034/Home,,,,,Home Centre / Landmark Group,,,,,,,,,https://stores.homecentre.in/home-centre-furniture-store-home-furniture-shop-sector-4-noida-244034/Home,gn_west,commercial,35,C
Home Centre - Shipra Mall,furniture store,"Shipra Mall, Indirapuram",Indirapuram,,,,,,,,,,,Home Centre,,,,,,,,,https://www.justdial.com/Ghaziabad/Furniture-Dealers-in-Indirapuram/nct-10219686,ghaziabad,commercial,35,C
HomeCity (Rolif India Pvt Ltd),furniture store,"Plot No.15, Taj Highway, Near 14th Avenue Gaur City-2, Greater Noida West","Gaur City 2, Greater Noida West",,,,,,https://homecityonline.com/contact-us/home-city-greater-noida/,,,,,Rolif India Pvt Ltd,,,,,,,,,https://homecityonline.com/contact-us/home-city-greater-noida/,gn_west,commercial,35,C
HomeTown,furniture store,"Ground Floor, JMD Megapolis, Sector 48, Gurgaon","Sector 48, Gurgaon",,,,,,,,,,,HomeTown,,,,,,,,,https://magicpin.in/Gurgaon/Sector-48/Lifestyle/Hometown/store/2b6540/,gurgaon,commercial,35,C
Hook Pub N Kitchen,restaurant,Indirapuram,Indirapuram,,,,,,,,,,,,,,,,,,,,https://www.sloshout.com/ghaziabad/restaurants-in-indirapuram/,ghaziabad,commercial,35,C
Maya Homez Furnishing Pvt. Ltd.,furniture store,Indirapuram,Indirapuram,,,,,,,,,,one of the largest furniture stores in Ghaziabad (per source),,,,,,,,,,https://www.justdial.com/Ghaziabad/Furniture-Dealers-in-Indirapuram/nct-10219686,ghaziabad,commercial,35,C
More Supermarket,supermarket,"Gaur City Mall, Greater Noida","Sector 21C, Faridabad",,,,,,,,,,,More,,,,,,,,,https://magicpin.in/Faridabad/Sector-21-C/Grocery/More-Supermarket/store/253b41/ | https://magicpin.in/Greater-Noida/Gaur-City-Mall/Grocery/More-Supermarket/store/619c81,faridabad,commercial,35,C
More Supermarket (Orchid Business Park),supermarket,"Orchid Business Park, Sohna Road, Near Sector-48, Subhash Chowk, Gurgaon","Sector 48, Gurgaon",,,,01244653030,,,,,,,More Retail,,,,,,,,,https://www.tiendeo.in/stores/gurgaon/more-supermarket-orchid-bu-park-subhash-chowk-sohna-road-sect/46383,gurgaon,commercial,35,C
More Supermarket - Sector 15,anchor retail / supermarket,"SCF-62 & 63, Below ICICI Bank, Sec-15 Market, Sector 15, Faridabad","Sector 15, Faridabad",,,,,,,,,,,regional_chain,,,,,,,,,https://magicpin.in/Faridabad/Sector-15/Grocery/More-Supermarket/store/c029b/,faridabad,commercial,35,C
Moti Mahal Delux,restaurant,,"Gaur City 2, Greater Noida West",,,,,,,,,,,Moti Mahal Delux,,,,,,,,,https://www.best3rated.in/best-restaurants-in-gaur-city-2-greater-noida/,gn_west,commercial,35,C
Msai Mara,restaurant,,"Sector 16, Faridabad",,,,,,,,,,,,,,,,,,,,https://www.sloshout.com/faridabad/restaurants-in-sector-16/,faridabad,commercial,35,C
Namaste Punjab,restaurant,"13-14, Windsor St, Vaibhav Khand, Indirapuram, Ghaziabad",Indirapuram,201014,,,,,,,,,,regional_chain,,,,,,,,,https://www.zomato.com/namastepunjabindirapuram,ghaziabad,commercial,35,C
Nilkamal Homes,furniture store,"Sector 82A, Rampura, Gurugram","Sector 82A, Gurgaon",,,,,,,,,,,Nilkamal,,,,,,,,,https://stores.nilkamalhomes.com/nilkamal-homes-premium-furniture-and-homeware-store-homewares-shop-sector-82a-rampura-gurugram-347713/Home,gurgaon,commercial,35,C
Noida Daily Mart,supermarket,"Gaur City 2 (also Supertech Eco Village 1, Arihant Arden, CRC Sublimis)","Gaur City 2, Greater Noida West",,,,,,https://www.noidadailymart.com/,,,,,Mandavi Enterprises,,,,,,,,,https://www.noidadailymart.com/ | https://mandavienterprises.com/,gn_west,commercial,35,C
Paradise Biryani,restaurant,"UG-01, Raheja Mall, Sohna Road, Sector 47, Gurgaon","Sector 47, Gurgaon",,,,,,,,,,,Paradise,,,,,,,,,https://wearegurgaon.com/best-restaurants-sohna-road-gurgaon/,gurgaon,commercial,35,C
Pepperfry Studio Faridabad,furniture store,"1st Floor, London Street, Omaxe World Street, SCO 152, Sector 79","Sector 79, Faridabad",121004,,,,,,,,,,Pepperfry,,,,,,,,,https://www.pepperfry.com/stores/city/furniture-store-in-faridabad.html,faridabad,commercial,35,C
Punjab Grill,restaurant,,"Gaur City 2, Greater Noida West",,,,,,,,,,,Punjab Grill / Lite Bite Foods,,,,,,,,,https://www.best3rated.in/best-restaurants-in-gaur-city-2-greater-noida/,gn_west,commercial,35,C
Reliance SMART Bazaar,supermarket,"Pacific Mall, near Old Faridabad Metro Station, Sector 16A","Sector 16A, Faridabad",,,,,,https://stores.reliancesmartbazaar.com/reliance-smart-bazaar-hypermarket-sector-16a-faridabad-286645/Home,,,,,Reliance Retail,,,,,,,,,https://stores.reliancesmartbazaar.com/reliance-smart-bazaar-hypermarket-sector-16a-faridabad-286645/Home,faridabad,commercial,35,C
Reliance SMART Bazaar - Aditya Mall,supermarket,"Plot No 03, Aditya Mall, Vaibhav Khand, Indirapuram, Ghaziabad",Indirapuram,,,,,,https://stores.reliancesmartbazaar.com/reliance-smart-bazaar-hypermarket-indirapuram-ghaziabad-280345/Home,,,,,Reliance Retail,,,,,,,,,https://stores.reliancesmartbazaar.com/reliance-smart-bazaar-hypermarket-indirapuram-ghaziabad-280345/Home,ghaziabad,commercial,35,C
Reliance SMART Bazaar - Jaipuria Sunrise Plaza,supermarket,"Jaipuria Sunrise Plaza, Jaipuria Mall, Plot No 12/A, Ahinsa Khand, Indirapuram",Indirapuram,,,,,,https://stores.reliancesmartbazaar.com/location/uttar-pradesh/ghaziabad/indirapuram,,,,,Reliance Retail,,,,,,,,,https://stores.reliancesmartbazaar.com/location/uttar-pradesh/ghaziabad/indirapuram,ghaziabad,commercial,35,C
Reliance SMART Superstore,supermarket,Indirapuram,Indirapuram,,,,,,https://stores.reliancesmartbazaar.com/reliance-smart-superstore-hypermarket-indirapuram-ghaziabad-279864/Home,,,,,Reliance Retail,,,,,,,,,https://stores.reliancesmartbazaar.com/reliance-smart-superstore-hypermarket-indirapuram-ghaziabad-279864/Home,ghaziabad,commercial,35,C
Reliance Smart,supermarket,Gaur City strip,"Gaur City, Greater Noida West",,,,,,,,,,,Reliance Retail,,,,,,,,,https://forbesnoidaextension.in/blog/shopping-malls-markets-gnw-guide.html,gn_west,commercial,35,C
Royaloak Furniture Indirapuram,furniture_store,,Indirapuram,,,,,,,,,,,regional_chain,,,,,,,,,https://stores.royaloakindia.com/royaloak-furniture-indirapuram-home-furniture-shop-indirapuram-ghaziabad-427213/Home,ghaziabad,commercial,35,C
Sisiland,restaurant,Vaishali,Vaishali,,,,,,,4.8,,,,,,,,,,,,,https://www.sloshout.com/ghaziabad/restaurants-in-vaishali/,ghaziabad,commercial,35,C
The Brewhouse,restaurant,"Fortune Select Excalibur Hotel, Main Sohna Road, Sector 49, Gurgaon","Sector 49, Gurgaon",,,,,,,,,,,,,,,,,,,,https://wearegurgaon.com/best-restaurants-sohna-road-gurgaon/,gurgaon,commercial,35,C
The Soho Garden - Rooftop Lounge & Bar,restaurant,Vaishali,Vaishali,,,,,,,4.5,,,,,,,,,,,,,https://www.sloshout.com/ghaziabad/restaurants-in-vaishali/,ghaziabad,commercial,35,C
The Terrace,restaurant,Vaishali,Vaishali,,,,,,,4.3,,,,,,,,,,,,,https://www.sloshout.com/ghaziabad/restaurants-in-vaishali/,ghaziabad,commercial,35,C
The Yellow Chilli,restaurant,,"Gaur City 2, Greater Noida West",,,,,,,,,,,The Yellow Chilli,,,,,,,,,https://www.best3rated.in/best-restaurants-in-gaur-city-2-greater-noida/,gn_west,commercial,35,C
Valhalla,restaurant,Indirapuram,Indirapuram,,,,,,,,,,,,,,,,,,,,https://www.sloshout.com/ghaziabad/restaurants-in-indirapuram/,ghaziabad,commercial,35,C
